weather_condition,time,stop_location,accident_severity,crime_category,passenger_count
Foggy,Morning,Zone B,Major,Drug Offense,146.61098833076358
Cloudy,Evening,Zone C,Major,None,129.78383345804448
Stormy,Morning,Zone A,Severe,Drug Offense,185.14989229067396
Rainy,Afternoon,Zone E,Severe,Assault,54.24791081001
Clear,Afternoon,Zone A,Major,Vandalism,46.625406846819445
Cloudy,Afternoon,Zone D,Severe,None,109.6539051539101
Clear,Morning,Zone B,Minor,None,117.69444298897994
Foggy,Evening,Zone D,None,None,89.48962352529522
Rainy,Evening,Zone C,None,None,97.66045346906293
Clear,Morning,Zone B,Severe,None,147.470059824665
Stormy,Night,Zone C,Minor,None,98.49038065821385
Rainy,Night,Zone C,Severe,Theft,93.61320945431628
Stormy,Morning,Zone B,None,Vandalism,76.24302015502506
Clear,Evening,Zone C,Minor,Theft,165.36405595513995
Rainy,Afternoon,Zone A,Minor,Vandalism,79.0
Stormy,Night,Zone E,None,Drug Offense,75.32473641759196
Foggy,Afternoon,Zone B,Severe,Vandalism,118.29279833726937
Foggy,Evening,Zone D,Severe,Theft,174.51156996568892
Clear,Night,Zone D,Severe,Assault,58.64638956362942
Rainy,Morning,Zone E,Severe,Theft,187.6081003307814
Cloudy,Afternoon,Zone D,None,Assault,60.031845987050204
Rainy,Afternoon,Zone E,None,Assault,54.65020915211073
Foggy,Afternoon,Zone A,Major,Drug Offense,76.0
Stormy,Morning,Zone D,Major,Drug Offense,101.62980888558239
Cloudy,Morning,Zone D,Severe,Theft,231.26092503293597
Clear,Afternoon,Zone A,Severe,Assault,85.1260412775666
Cloudy,Morning,Zone D,None,Assault,86.94781590451153
Clear,Night,Zone D,None,Theft,44.89366907059237
Cloudy,Evening,Zone A,Severe,Drug Offense,254.2323971720196
Clear,Night,Zone A,Major,None,73.09254871164215
Clear,Morning,Zone A,Severe,Drug Offense,158.38125366244964
Cloudy,Evening,Zone D,Minor,Vandalism,123.24435377278729
Cloudy,Afternoon,Zone E,Severe,Drug Offense,102.33926558993778
Clear,Afternoon,Zone E,None,Theft,50.931294460505605
Foggy,Evening,Zone B,None,Vandalism,113.10776722421349
Cloudy,Night,Zone B,None,None,52.214550103158295
Rainy,Afternoon,Zone D,None,Vandalism,61.57727191233591
Stormy,Afternoon,Zone D,Minor,Vandalism,147.20614922829333
Clear,Afternoon,Zone E,None,Assault,45.206918790908155
Clear,Morning,Zone C,None,None,84.0332041059561
Stormy,Night,Zone B,Major,None,75.42928470237061
Foggy,Morning,Zone E,Major,Theft,152.80147268696322
Stormy,Evening,Zone D,Minor,Vandalism,141.01089629075378
Cloudy,Evening,Zone B,Major,Vandalism,124.63598967361418
Stormy,Morning,Zone B,None,Vandalism,92.21579615993743
Clear,Afternoon,Zone B,Major,None,53.61847580287575
Stormy,Morning,Zone D,Severe,Theft,189.28874518405308
Rainy,Night,Zone E,Severe,Assault,99.48545767222669
Cloudy,Afternoon,Zone C,Severe,Vandalism,111.3759856619924
Stormy,Evening,Zone D,None,Vandalism,111.32241558007972
Clear,Night,Zone B,None,Theft,27.623732394998015
Cloudy,Evening,Zone A,Severe,Drug Offense,197.45746491511886
Clear,Night,Zone E,None,Theft,42.584863403418304
Foggy,Night,Zone D,None,None,84.52020113314826
Rainy,Night,Zone B,Minor,Drug Offense,76.0
Foggy,Evening,Zone C,None,Assault,80.84370494836847
Rainy,Morning,Zone B,None,Vandalism,84.69524806823092
Stormy,Morning,Zone B,Major,None,208.38462609153012
Cloudy,Afternoon,Zone D,Minor,Vandalism,75.0
Stormy,Evening,Zone C,Minor,Drug Offense,130.4781923931311
Rainy,Afternoon,Zone A,Minor,Assault,101.0
Rainy,Afternoon,Zone D,Severe,Theft,108.15765455403466
Rainy,Night,Zone E,Severe,Vandalism,100.41257704757817
Clear,Night,Zone C,Minor,Assault,73.43877043601894
Cloudy,Morning,Zone A,Severe,Assault,246.26258351689364
Stormy,Morning,Zone A,None,Theft,67.9777182639507
Stormy,Afternoon,Zone C,Major,None,81.45335763028302
Foggy,Afternoon,Zone E,None,Assault,61.2440616583989
Rainy,Afternoon,Zone B,Major,Drug Offense,74.0
Rainy,Morning,Zone D,Minor,Assault,150.8920652031575
Rainy,Afternoon,Zone E,None,Vandalism,49.47105583302073
Stormy,Morning,Zone A,Severe,Theft,191.17053381290498
Foggy,Evening,Zone E,Severe,Assault,145.29069759621026
Clear,Evening,Zone B,Severe,Assault,148.19122032584312
Cloudy,Afternoon,Zone E,Major,Assault,50.0
Clear,Morning,Zone E,None,Theft,121.81932061203568
Stormy,Evening,Zone A,Minor,Vandalism,137.20754478814015
Rainy,Morning,Zone E,Minor,None,136.3706765733864
Cloudy,Morning,Zone D,Minor,Vandalism,181.48234541377627
Stormy,Evening,Zone C,Severe,Vandalism,141.93423329684703
Stormy,Afternoon,Zone A,Severe,Assault,14.912060850367665
Stormy,Afternoon,Zone C,Major,None,97.1028103493945
Cloudy,Evening,Zone E,Major,Vandalism,102.12355732550421
Cloudy,Night,Zone B,None,Drug Offense,56.00091035966306
Foggy,Morning,Zone A,Major,Assault,135.34096202678086
Foggy,Night,Zone E,Minor,Assault,108.0
Clear,Afternoon,Zone E,Minor,Assault,78.45543050212291
Cloudy,Morning,Zone B,Severe,Assault,217.14468236934326
Cloudy,Evening,Zone E,Major,Theft,105.09134298919138
Cloudy,Afternoon,Zone D,Major,Theft,58.0
Foggy,Afternoon,Zone B,None,Drug Offense,72.58521995063266
Stormy,Afternoon,Zone A,Major,Theft,54.645606588661224
Rainy,Evening,Zone A,Major,Vandalism,119.12246603251396
Foggy,Evening,Zone C,Major,Theft,136.36599731177512
Cloudy,Night,Zone D,Minor,Assault,79.0
Foggy,Evening,Zone D,Severe,Theft,237.50038233403575
Clear,Night,Zone A,Severe,Drug Offense,83.22968264802846
Cloudy,Morning,Zone E,None,Drug Offense,92.26612115433137
Clear,Morning,Zone D,Severe,Assault,149.96441248720774
Cloudy,Morning,Zone D,None,Vandalism,106.49952696266507
Foggy,Afternoon,Zone E,None,Drug Offense,46.80873541457699
Stormy,Afternoon,Zone B,Minor,Theft,61.67906499143355
Rainy,Afternoon,Zone E,Minor,Drug Offense,90.0
Clear,Evening,Zone C,Minor,Vandalism,130.28892064613055
Foggy,Evening,Zone C,None,Vandalism,107.99037439065151
Stormy,Night,Zone A,Minor,Vandalism,76.36897492557148
Foggy,Afternoon,Zone B,Minor,Drug Offense,61.0
Clear,Evening,Zone D,Severe,None,140.7903189694129
Rainy,Morning,Zone A,None,None,89.72421347301912
Foggy,Morning,Zone A,Severe,Theft,268.05411760507565
Cloudy,Evening,Zone D,Minor,Drug Offense,157.71025080545502
Stormy,Morning,Zone D,Severe,None,266.68562911972924
Foggy,Morning,Zone E,Minor,Theft,160.21523843077102
Stormy,Night,Zone C,Severe,Assault,0.0
Cloudy,Morning,Zone D,Minor,Assault,155.4954010140765
Rainy,Afternoon,Zone E,Major,Drug Offense,72.0
Rainy,Evening,Zone C,Minor,Drug Offense,168.67570509873346
Cloudy,Evening,Zone B,Minor,Assault,187.33432465640055
Stormy,Afternoon,Zone B,None,Theft,67.79855023261022
Foggy,Morning,Zone B,Minor,Assault,140.79195456953508
Cloudy,Night,Zone D,None,Drug Offense,67.37720152661058
Clear,Night,Zone C,Major,Drug Offense,63.1154754340082
Stormy,Afternoon,Zone C,None,Theft,54.25150339476772
Rainy,Morning,Zone B,Major,Theft,109.35517002841914
Cloudy,Afternoon,Zone A,None,Vandalism,63.58918767185806
Rainy,Night,Zone C,None,Drug Offense,43.11151572440397
Stormy,Morning,Zone C,None,Vandalism,65.06661531139746
Rainy,Afternoon,Zone E,None,Vandalism,60.79248391862111
Cloudy,Afternoon,Zone B,Severe,Vandalism,87.07836839728218
Stormy,Morning,Zone A,Major,Drug Offense,161.74453384060433
Clear,Night,Zone E,Severe,Drug Offense,58.84791850922664
Cloudy,Morning,Zone A,None,Drug Offense,101.31503487992713
Foggy,Night,Zone A,Major,Theft,83.0
Cloudy,Evening,Zone A,Severe,Vandalism,250.78147979364718
Stormy,Night,Zone D,Major,Drug Offense,43.435672827664455
Cloudy,Night,Zone C,Minor,Vandalism,82.0
Clear,Evening,Zone C,Major,Theft,124.52280866042476
Clear,Afternoon,Zone E,Severe,None,45.420364772743056
Foggy,Afternoon,Zone A,Minor,Theft,61.0
Rainy,Night,Zone A,Major,Drug Offense,51.0
Stormy,Evening,Zone C,None,Assault,93.72874035465283
Stormy,Evening,Zone A,Major,Drug Offense,136.64112271677084
Rainy,Morning,Zone A,Severe,None,163.18602235600855
Clear,Night,Zone A,None,Theft,38.84497038313754
Clear,Evening,Zone B,Minor,Drug Offense,88.3824279672401
Cloudy,Afternoon,Zone B,Minor,Vandalism,60.0
Foggy,Evening,Zone B,Major,Drug Offense,177.5354271241058
Foggy,Evening,Zone E,Minor,Assault,155.64833780695548
Foggy,Evening,Zone A,Severe,None,199.5290347857196
Cloudy,Evening,Zone B,Minor,Theft,170.88351171256795
Foggy,Afternoon,Zone B,Severe,Drug Offense,91.88646338080538
Rainy,Evening,Zone D,None,Vandalism,87.75597419682357
Cloudy,Night,Zone E,Severe,Drug Offense,89.06438991292725
Rainy,Evening,Zone B,None,Drug Offense,100.77330524506381
Cloudy,Afternoon,Zone B,None,Drug Offense,45.02912984096038
Foggy,Night,Zone B,Severe,Vandalism,135.74067715501897
Rainy,Evening,Zone D,Major,Assault,114.13916001860736
Rainy,Afternoon,Zone D,Minor,Vandalism,66.0
Rainy,Night,Zone E,None,Vandalism,48.57126378171965
Cloudy,Evening,Zone A,None,Drug Offense,106.13546044206971
Stormy,Evening,Zone A,Major,None,144.71516205082494
Foggy,Evening,Zone E,None,Assault,123.20804945880022
Rainy,Night,Zone A,Minor,None,87.0
Stormy,Morning,Zone C,None,Drug Offense,103.99014047246567
Foggy,Evening,Zone A,Severe,Vandalism,182.9757713637965
Foggy,Afternoon,Zone D,Major,Assault,61.0
Rainy,Morning,Zone D,Minor,Drug Offense,209.96828252813395
Rainy,Evening,Zone B,None,None,101.3508595980463
Cloudy,Afternoon,Zone D,Severe,Theft,59.29557614586464
Stormy,Evening,Zone C,Minor,Vandalism,120.11515293084604
Stormy,Afternoon,Zone C,Minor,Drug Offense,62.18212968917143
Rainy,Evening,Zone C,Minor,Theft,127.15341940465326
Foggy,Afternoon,Zone B,Major,Vandalism,93.0
Rainy,Afternoon,Zone A,Minor,Theft,74.0
Foggy,Morning,Zone B,Major,Drug Offense,126.47014071713863
Foggy,Morning,Zone D,None,Assault,118.37675878107282
Rainy,Night,Zone C,Minor,Vandalism,88.0
Clear,Afternoon,Zone B,Major,Drug Offense,63.67975967305044
Stormy,Afternoon,Zone B,Major,None,107.61648017251895
Foggy,Morning,Zone C,None,Drug Offense,116.80847644043394
Foggy,Night,Zone E,Severe,None,67.92275251742959
Clear,Afternoon,Zone C,None,Drug Offense,63.02431460267148
Cloudy,Evening,Zone E,Minor,Assault,174.49073302425256
Clear,Evening,Zone C,Major,Assault,121.69396306403125
Clear,Night,Zone A,Major,None,59.48879324345252
Foggy,Afternoon,Zone E,Severe,Assault,72.662581115397
Stormy,Afternoon,Zone E,Major,Assault,59.40115466614229
Clear,Morning,Zone B,Severe,None,149.80825531733592
Cloudy,Morning,Zone E,None,Vandalism,85.21157112559071
Rainy,Afternoon,Zone D,Minor,Drug Offense,114.0
Clear,Evening,Zone B,Major,Assault,129.15438402783008
Clear,Morning,Zone B,Minor,Theft,105.85983499863916
Cloudy,Evening,Zone A,Severe,Vandalism,178.76692697735461
Stormy,Evening,Zone B,Major,Assault,146.92292088950944
Clear,Evening,Zone B,Severe,Theft,158.44901532982487
Clear,Evening,Zone D,Minor,Drug Offense,125.9823317221674
Stormy,Night,Zone B,Major,Assault,59.635127462362675
Cloudy,Night,Zone E,None,Theft,60.28533140553551
Clear,Morning,Zone A,Major,Theft,91.55847823887389
Stormy,Afternoon,Zone D,None,Assault,75.9649595308571
Clear,Night,Zone C,Severe,Drug Offense,49.003322028855756
Rainy,Afternoon,Zone C,Minor,Assault,86.0
Foggy,Morning,Zone C,Major,Assault,112.51261943647843
Rainy,Evening,Zone D,None,Drug Offense,106.89051125780988
Clear,Afternoon,Zone C,Minor,Vandalism,68.68815065359352
Cloudy,Night,Zone E,None,None,53.17839954130859
Foggy,Afternoon,Zone C,Minor,Assault,103.0
Rainy,Night,Zone C,Major,Vandalism,56.0
Stormy,Afternoon,Zone A,None,Theft,74.75503244394956
Cloudy,Night,Zone C,Major,None,85.0
Rainy,Evening,Zone C,Major,Vandalism,104.57674484821497
Stormy,Afternoon,Zone B,Severe,Theft,39.42013824870906
Clear,Morning,Zone E,Major,Drug Offense,111.53653586942255
Stormy,Afternoon,Zone D,Minor,Drug Offense,94.45127020951487
Rainy,Night,Zone A,Minor,Drug Offense,81.0
Rainy,Afternoon,Zone D,Major,Theft,51.0
Clear,Morning,Zone C,Major,Theft,102.38781843915795
Stormy,Evening,Zone B,Severe,Drug Offense,226.33123688263763
Stormy,Afternoon,Zone C,Major,Vandalism,72.76082518859381
Clear,Evening,Zone C,None,Theft,61.81937103806417
Stormy,Evening,Zone A,Severe,Assault,160.09029667866665
Clear,Evening,Zone A,None,Theft,62.70122549395535
Cloudy,Night,Zone D,Minor,Theft,75.0
Rainy,Afternoon,Zone C,Minor,Drug Offense,107.0
Cloudy,Afternoon,Zone D,None,Drug Offense,44.830568100491895
Foggy,Morning,Zone C,Severe,Assault,136.72452138801052
Foggy,Evening,Zone A,Minor,Drug Offense,163.57079221533633
Foggy,Night,Zone B,Minor,Assault,96.0
Clear,Night,Zone D,None,Assault,34.78048446118939
Stormy,Morning,Zone D,Minor,Vandalism,173.88405156331774
Cloudy,Afternoon,Zone E,None,Assault,45.04892472264388
Cloudy,Afternoon,Zone E,Major,Theft,29.0
Cloudy,Night,Zone B,Severe,Drug Offense,52.28604898791394
Cloudy,Night,Zone E,Severe,Theft,105.94244069909013
Foggy,Morning,Zone B,Minor,Drug Offense,174.8116384828801
Cloudy,Night,Zone C,Major,Vandalism,66.0
Stormy,Night,Zone E,Severe,Drug Offense,51.623577010921174
Foggy,Morning,Zone E,Minor,Assault,146.090443712029
Cloudy,Evening,Zone D,Major,Drug Offense,137.81867251414482
Clear,Night,Zone B,None,Assault,39.606118084541166
Rainy,Afternoon,Zone D,Minor,Vandalism,59.0
Rainy,Evening,Zone E,None,Theft,97.26542878882887
Rainy,Night,Zone C,Minor,Drug Offense,80.0
Foggy,Evening,Zone A,Severe,Theft,176.93179593635267
Cloudy,Night,Zone B,Major,None,88.0
Foggy,Afternoon,Zone B,None,Vandalism,69.16982319118806
Stormy,Night,Zone C,Severe,None,114.59638224446036
Clear,Afternoon,Zone C,Minor,Theft,74.64292018421524
Clear,Night,Zone B,Severe,Assault,42.125758070370644
Rainy,Night,Zone B,None,Vandalism,50.06713639125354
Rainy,Evening,Zone C,None,None,145.09456215431828
Rainy,Morning,Zone C,None,Assault,132.4959960666851
Cloudy,Afternoon,Zone C,Major,Vandalism,54.0
Stormy,Evening,Zone E,Major,Drug Offense,124.54375553309862
Stormy,Morning,Zone B,Minor,None,176.21557951393484
Stormy,Evening,Zone B,Severe,None,151.87759017355697
Stormy,Afternoon,Zone C,Severe,Assault,57.300949896075466
Rainy,Morning,Zone D,None,Vandalism,98.5318877516828
Clear,Morning,Zone A,None,Assault,118.27215054669892
Rainy,Morning,Zone B,Severe,Drug Offense,153.0476985236502
Stormy,Afternoon,Zone E,Minor,Theft,101.561206605569
Rainy,Afternoon,Zone A,Major,Vandalism,34.0
Stormy,Evening,Zone D,Severe,Theft,233.44307582519866
Foggy,Night,Zone E,Severe,Drug Offense,38.08157592413974
Clear,Night,Zone C,Severe,Assault,55.06742646193449
Foggy,Night,Zone D,Severe,None,185.78153490380188
Cloudy,Night,Zone C,Minor,Vandalism,87.0
Rainy,Evening,Zone E,Severe,Assault,148.34169396171484
Cloudy,Afternoon,Zone E,Severe,Theft,123.17391040786234
Rainy,Evening,Zone C,Minor,Drug Offense,148.35872449565173
Foggy,Morning,Zone A,None,Assault,143.98654713919834
Stormy,Afternoon,Zone B,None,Vandalism,62.092734137156306
Stormy,Afternoon,Zone B,Minor,None,128.6457448633719
Rainy,Night,Zone E,None,Theft,51.74662352721497
Stormy,Evening,Zone D,Severe,Theft,65.11419921088984
Foggy,Night,Zone C,Major,Vandalism,59.0
Stormy,Afternoon,Zone D,Minor,Vandalism,87.46710219032063
Foggy,Night,Zone C,None,Theft,48.53311644535288
Cloudy,Morning,Zone D,Major,Theft,139.30782414006424
Foggy,Afternoon,Zone C,Severe,Assault,93.23870927811332
Clear,Morning,Zone E,Major,Theft,83.7738215974922
Clear,Afternoon,Zone A,None,Assault,43.407951247487304
Clear,Night,Zone B,None,Drug Offense,26.111547843603887
Rainy,Afternoon,Zone D,Minor,Theft,52.0
Rainy,Afternoon,Zone B,Major,Drug Offense,38.0
Rainy,Evening,Zone D,Minor,Vandalism,131.9958546077709
Foggy,Evening,Zone E,Minor,Drug Offense,178.8435048320942
Rainy,Morning,Zone E,Major,Vandalism,88.0093922863006
Cloudy,Evening,Zone D,Major,Vandalism,127.67778290286924
Clear,Afternoon,Zone D,Severe,Theft,133.83497994062654
Foggy,Evening,Zone D,Severe,Theft,149.2833207938971
Clear,Night,Zone E,None,Assault,35.58226882034945
Rainy,Evening,Zone A,Minor,Assault,154.96217605368525
Foggy,Morning,Zone A,Major,Vandalism,93.03439314526848
Stormy,Afternoon,Zone D,Severe,Theft,65.80459679725347
Cloudy,Night,Zone C,Major,Assault,63.0
Rainy,Night,Zone A,Severe,None,75.00531806395338
Rainy,Morning,Zone E,Severe,Vandalism,223.7073503589616
Cloudy,Evening,Zone E,Major,Vandalism,101.29009779742032
Cloudy,Afternoon,Zone E,None,None,65.5186283090874
Stormy,Morning,Zone B,None,Theft,143.39611599173412
Rainy,Night,Zone B,Major,Theft,57.0
Rainy,Night,Zone E,Major,Theft,58.0
Clear,Night,Zone A,Major,None,74.43677111258265
Foggy,Morning,Zone B,Minor,None,215.2342962257148
Foggy,Night,Zone C,Severe,Theft,122.71562131552068
Clear,Afternoon,Zone D,None,None,62.98814908051977
Foggy,Night,Zone B,Severe,Drug Offense,93.91657083128429
Cloudy,Morning,Zone B,Severe,Vandalism,152.93417378090612
Foggy,Morning,Zone A,None,Theft,116.3856074779105
Foggy,Night,Zone A,Major,Theft,65.0
Clear,Morning,Zone C,Minor,Vandalism,179.0229529758017
Stormy,Evening,Zone C,Minor,None,231.0768827599196
Foggy,Morning,Zone C,None,Vandalism,130.12883092502963
Foggy,Evening,Zone C,Minor,Theft,158.59738749672857
Stormy,Morning,Zone B,None,None,100.72505392296013
Clear,Morning,Zone C,Major,Assault,59.2890798602526
Stormy,Morning,Zone C,Minor,None,257.8325889588362
Clear,Night,Zone E,Major,None,61.02071366801003
Cloudy,Morning,Zone B,Major,Theft,136.33580908772507
Clear,Afternoon,Zone B,Major,Theft,57.95167930978967
Cloudy,Night,Zone B,Severe,Assault,75.0840804689552
Cloudy,Evening,Zone D,None,Theft,81.55125051719878
Clear,Afternoon,Zone C,Major,None,56.51335715644877
Rainy,Afternoon,Zone C,None,Assault,52.84105305508679
Clear,Afternoon,Zone C,Major,None,45.133622071088936
Foggy,Afternoon,Zone A,Severe,None,124.12280800997297
Foggy,Morning,Zone A,Severe,None,202.92950122947454
Rainy,Morning,Zone A,Major,Assault,141.7749603233526
Cloudy,Afternoon,Zone D,None,Theft,59.74768767224497
Rainy,Night,Zone C,Minor,Vandalism,85.0
Foggy,Afternoon,Zone B,None,Assault,22.974836008908632
Rainy,Evening,Zone B,Minor,Theft,112.33042853254948
Clear,Afternoon,Zone E,Minor,None,63.11624181264844
Rainy,Morning,Zone A,None,Vandalism,112.46253646015964
Cloudy,Evening,Zone D,Severe,None,197.26496203915406
Clear,Night,Zone E,Minor,Vandalism,59.69997982547268
Stormy,Afternoon,Zone D,Major,Assault,16.76210694345142
Foggy,Evening,Zone B,Major,Assault,135.61398203694844
Foggy,Afternoon,Zone C,None,None,50.54983628206284
Rainy,Night,Zone B,Severe,Vandalism,128.51418133449303
Clear,Night,Zone B,None,Drug Offense,40.836390564331474
Stormy,Evening,Zone A,Minor,None,270.0051956202149
Clear,Night,Zone B,Severe,Drug Offense,59.773033004587596
Foggy,Evening,Zone D,Severe,Assault,189.80340045995763
Clear,Night,Zone C,Minor,None,59.81271671160801
Stormy,Morning,Zone A,Minor,Vandalism,214.49755793652926
Rainy,Evening,Zone E,Major,Assault,132.81950657179965
Cloudy,Afternoon,Zone B,None,Drug Offense,63.74765816118861
Clear,Evening,Zone A,Minor,Theft,134.6234559425964
Cloudy,Night,Zone A,Major,None,77.0
Foggy,Night,Zone A,Minor,Drug Offense,129.0
Rainy,Night,Zone D,Major,Vandalism,56.0
Rainy,Afternoon,Zone E,Major,Drug Offense,45.0
Clear,Afternoon,Zone A,None,Assault,41.872854502130366
Rainy,Night,Zone D,None,Assault,53.85404580929573
Clear,Morning,Zone E,Minor,Drug Offense,110.01326460293305
Clear,Evening,Zone C,Severe,None,154.27619266595588
Cloudy,Night,Zone D,Minor,Theft,101.0
Rainy,Morning,Zone A,Severe,Assault,113.97292560682102
Clear,Afternoon,Zone B,None,Assault,71.05546915634982
Cloudy,Night,Zone D,None,Assault,94.81613199531579
Stormy,Evening,Zone C,Major,Vandalism,153.59241483814995
Cloudy,Evening,Zone E,Minor,Assault,168.41957373592933
Cloudy,Afternoon,Zone C,Minor,Assault,75.0
Clear,Night,Zone E,Major,Drug Offense,43.88665072266399
Foggy,Night,Zone D,Minor,Theft,96.0
Foggy,Night,Zone E,Minor,Theft,106.0
Foggy,Morning,Zone A,Minor,Theft,164.51490480492512
Cloudy,Morning,Zone D,Major,None,182.90524468832814
Clear,Night,Zone B,None,Theft,45.00687709657217
Rainy,Evening,Zone C,Minor,Vandalism,123.48149725693317
